cas_id;generator;perfil_nom;mecr;dua;paraules;text_adaptat
BAT_INST__P3;mistral;TDAH combinat A2 DUA Core;A2;Core;1250;"## Text adaptat

### Paraules clau
- **Treball de recerca**: exercici obligatori per a l'alumnat de batxillerat a Catalunya.
- **Hipòtesi**: resposta provisional a una pregunta sobre el tema del treball.
- **Dades primàries**: informació que obtenim directament amb enquestes, entrevistes o visites.
- **Dades secundàries**: informació que trobem en llibres, articles o internet.
- **Cita textual**: paraules d'un autor que copiem exactament i posem entre cometes.
- **Bibliografia**: llista de tots els llibres i fonts utilitzats, ordenada alfabèticament.

---

## Text adaptat

### Què és el treball de recerca?

El **treball de recerca** és un exercici obligatori per a tots els alumnes de batxillerat a Catalunya.
Aquest treball val molt dins de les notes finals.
Els alumnes hi dediquen unes 70 hores.

Consisteix en investigar sobre un tema escollit per l'alumne.
L'alumne decideix com enfocar el tema i quines activitats farà.

---

### Com es fa el treball de recerca?

El treball té cinc fases principals.

---

#### [Fase 1 de 5] Plantejament i hipòtesi

Primer, cal decidir com serà el treball.
Cal triar si:
- És un treball comú per a tota la classe o té un guió obert.
- Es centra en una sola assignatura o té parts de diverses assignatures.
- Es farà amb dades que trobem nosaltres (dades primàries) o amb informació ja publicada (dades secundàries).

Després, cal escriure una **hipòtesi**.
La hipòtesi és una resposta provisional a la pregunta principal del treball.

Per exemple:
- Pregunta: ""Quin efecte té el consum de sucre en els adolescents?""
- Hipòtesi: ""El consum excessiu de sucre augmenta els problemes de salut en els adolescents.""

Per preparar el treball, l'alumne ha de pensar:
1. Sobre quin tema vull escriure?
2. Quina informació necessito buscar?
3. Quants apartats tindrà el treball?

---

#### [Fase 2 de 5] Recerca i recollida de dades

En aquesta fase, cal buscar informació sobre el tema.
Hi ha dos tipus principals de dades:

| Tipus de dades | Què són | Exempl"
BAT_INST__P4;mistral;TEA nivell 2 B1 DUA Core;B1;Core;1287;"## Text adaptat

### Què és el treball de recerca?

El **treball de recerca** (exercici acadèmic obligatori que els alumnes de batxillerat de Catalunya han de fer) representa una part molt important del seu currículum. Aquest treball requereix unes **70 hores** de dedicació.

Consisteix en un grup d’activitats organitzades que serveixen per investigar sobre un tema triat pel mateix alumne. Aquest tema ha d’estar ben definit i limitat.

---

### Com es desenvolupa el treball de recerca?

El treball de recerca té **cinc fases principals**. Cada fase té unes passes concretes que cal seguir.

#### **Fase 1: Plantejar el treball i fer una hipòtesi**

Abans de començar, l’alumne ha de decidir:
- Si el treball és igual per a tota la classe o si té un guió obert.
- Si el tema pertany a una sola assignatura o a més d’una (**interdisciplinari**).
- Quins mètodes utilitzarà per investigar.

Després, ha de formular una **hipòtesi** (una resposta provisional al problema que investiga). Per això, s’ha de preguntar:
1. Sobre quin tema vull escriure?
2. Quina informació necessito buscar?
3. Quants apartats tindrà el treball?

#### **Fase 2: Buscar i recollir informació**

L’alumne pot obtenir informació de diferents maneres:
- Si fa una recerca **bibliogràfica**, pot utilitzar:
  - Biblioteques.
  - Revistes especialitzades.
  - Diari.
  - Llibres de text.
  - Recursos digitals.
- Si necessita dades directes, pot fer:
  - Enquestes.
  - Entrevistes.
  - Visites a institucions.

La informació recollida pot ser de dos tipus:
- **Quantitativa** (dades numèriques).
- **Qualitativa** (descripcions o opinions).

És molt important **apuntar sempre d’on s’ha tret cada informació**.

#### **Fase 3: Organitzar i escriure el treball**

Un cop recollida la informació, l’alumne ha de:
1. Fer un **índex** (llista dels apartats del treball).
2. Classificar el material recollit.
3. Escriure amb les seves pròpies paraules. **Mai no s’ha de copiar text d’altres fonts**.
   - Si copia una frase exact"
BAT_INST__P6;mistral;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;1467;"## Text adaptat

### Paraules clau
- **Treball de recerca**: un projecte llarg que fan els estudiants de batxillerat. Té 70 hores de feina.
- **Hipòtesi**: una resposta provisional que penses abans d’investigar.
- **Recerca bibliogràfica**: buscar informació en llibres, revistes o internet.
- **Dades primàries**: informació nova que reculls tu mateix (enquestes, entrevistes).
- **Quantitativa**: dades amb xifres (exemple: 20 alumnes van respondre).
- **Qualitativa**: dades sense xifres (exemple: els alumnes van dir que els agrada llegir).
- **Índex**: llista dels apartats del treball amb les pàgines.
- **Introducció**: explica què vols investigar i per què.
- **Cos central**: els apartats principals del treball.
- **Conclusions**: resum del que has descobert.
- **Opinió personal**: el que penses sobre el tema.
- **Bibliografia**: llista de tots els llibres i pàgines que has usat.
- **Defensa**: explicar el treball davant d’un professor.

---

## Text adaptat

### Què és el treball de recerca?
El **treball de recerca** és un projecte que tots els alumnes de batxillerat han de fer a Catalunya.
Té 70 hores de feina.
És molt important perquè forma part del currículum (els estudis).

### Fases del treball

#### Fase 1: Plantejament i hipòtesi
Abans de començar, has de decidir:
1. Si el treball és igual per a tota la classe o pots triar el tema.
2. Si el treball és d’una sola assignatura o de moltes.
3. Quins materials usaràs per investigar (llibres, internet, enquestes…).

Després, has de fer una **hipòtesi**.
La **hipòtesi** és una resposta provisional al problema que vols investigar.
Exemple:
Si investigues sobre els esports, pots pensar:
“Els esports ajuden a tenir bona salut”.

Preguntes que et pots fer:
- Sobre quin tema vull escriure?
- Quina informació necessito buscar?
- Quants apartats tindrà el treball?

---

#### Fase 2: Recerca i recollida de dades
Per recollir informació, pots fer dues coses:

1. **Recerca bibliogràfica**:
   Buscar informació en:
   - Bibli"
BAT_INST__P7;mistral;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;1601;"## Text adaptat

#### **El treball de recerca: estructura i fases**

El **treball de recerca** (exercici acadèmic obligatori per a l’alumnat de batxillerat a Catalunya, equivalent a una part significativa del currículum i que requereix unes 70 hores de dedicació) és un projecte d’investigació estructurat en cinc fases. Aquest procés permet desenvolupar competències en **metodologia científica**, **anàlisi crítica** i **comunicació escrita**, a més de fomentar l’autonomia de l’alumne.

---

#### **Fase 1: Plantejament i formulació d’una hipòtesi**

En aquesta primera fase, l’alumne ha de definir els **paràmetres del treball**: si és **comú a tota la classe** o té un **guió obert**; si adopta un **enfoque disciplinari** (una única àrea de coneixement) o **interdisciplinari** (integrant diverses matèries); i quins **mètodes de recerca** s’utilitzaran (bibliogràfics, experimentals, de camp, etc.). Posteriorment, cal formular una **hipòtesi** (supòsit provisional que respon al problema plantejat). Per exemple: *""Si estudiem els efectes de la contaminació acústica en zones urbanes, aleshores els habitants d’aquestes àrees presentaran majors nivells d’estrès""*. L’alumne ha de respondre preguntes com: *Quin és l’objectiu del meu treball? Quina informació necessito recopilar? Quants apartats tindrà la meva recerca?*

---
#### **Fase 2: Recerca i recollida de dades**

La recollida de dades pot realitzar-se mitjançant **fonts primàries** (informació directa, com enquestes, entrevistes o observacions) o **fonts secundàries** (bibliografia, articles científics, bases de dades). Si el treball és **bibliogràfic**, les fonts inclouen: biblioteques, revistes especialitzades, diaris acadèmics i recursos digitals com **Google Scholar** o **Dialnet**. En canvi, si requereix dades originals, cal recórrer a **testimonis directes** (entrevistes a experts, enquestes a població, anàlisis de camp). Les dades poden classificar-se en:
1. **Quantitatives** (números, estadístiques).
2. **Qualita"
ESO1_NARR__P1;mistral;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;650;"## Text adaptat

La **Revolució Francesa** va començar el 5 de maig de 1789. Va acabar el 18 de novembre de 1799.

Aquest període va canviar França. Va acabar amb el **Antic Règim**. Va donar el poder a la **burgesia**.

La **burgesia** eren persones riques que no tenien poder. Volien canviar la societat. Les persones pobres patien gana. Van ajudar a fer la revolució.

Els **Estats Generals** eren una reunió de tres grups:
1. Els rics (clergat)
2. Els nobles
3. La burgesia i els pobres (Tercer Estat)

El 5 de maig de 1789 van començar els Estats Generals. La burgesia volia tenir veu. Els altres grups no els deixaven parlar. Per això, la burgesia va fer una assemblea nova. Es van dir **Assemblea Nacional**.

El 20 de juny de 1789 van fer un jurament important. Van prometre no separar-se fins a tenir una nova constitució. Això es diu **Jurament del Jeu de Paume**.

Després va començar la revolució. El poble de París tenia por. El 14 de juliol de 1789 van prendre la **Bastilla**. La Bastilla era una presó. Era un símbol del rei absolut.

Després de la presa de la Bastilla, van passar moltes coses importants:
- Van acabar amb els privilegis dels nobles.
- Van fer la **Declaració dels Drets de l'Home i del Ciutadà**.

La Declaració deia que tots els homes eren iguals. Tothom tenia drets.

---

## Glossari
| Terme | Traducció (àrab) | Explicació simple |
|-------|------------------|-------------------|
| **Revolució Francesa** | الثورة الفرنسية | Període de canvis a França entre 1789 i 1799 |
| **Antic Règim** | النظام القديم | Sistema de govern a França abans de 1789 |
| **Burgesia** | البرجوازية | Persones riques que no eren nobles ni clergues |
| **Estats Generals** | الدول العامة | Reunió de tres grups a França |
| **Tercer Estat** | الطبقة الثالثة | Burgesia i pobres |
| **Assemblea Nacional** | الجمعية الوطنية | Grup de la burgesia que volia canviar les lleis |
| **Jurament del Jeu de Paume** | قسم ملعب التنس | Promesa de fer una nova constitució |
| **Bastilla** | "
ESO1_NARR__P3;mistral;TDAH combinat A2 DUA Core;A2;Core;1203;"## Text adaptat

---

### **Paraules clau**
- **Revolució Francesa**: període de grans canvis a França entre el 1789 i el 1799.
- **Estats Generals**: reunió de representants de les tres classes socials de França.
- **Antic Règim**: sistema polític i social antic que ja no funcionava.
- **Burgesia**: classe mitjana formada per comerciants, advocats i professionals.
- **Il·lustració**: moviment intel·lectual que defensava la raó i els drets humans.
- **Tercer Estat**: classe social formada per la majoria de la població (pagesos, artesans, burgesos).
- **Assemblea Nacional**: grup de diputats que representaven el poble.
- **Jurament del Jeu de Paume**: promesa feta pels diputats del Tercer Estat de no separar-se fins a tenir una constitució.
- **Presa de la Bastilla**: atac del poble a una presó que simbolitzava el poder del rei.
- **Declaració dels Drets de l’Home i del Ciutadà**: document que diu que tots els homes tenen els mateixos drets.

---

## Text adaptat

### [Secció 1 de 4] Què va ser la Revolució Francesa?
La **Revolució Francesa** va ser un període molt important a França.
Va començar el **5 de maig de 1789** i va acabar el **18 de novembre de 1799**.
Durant aquest temps, va canviar el govern de França.
Va passar perquè la societat ja no volia el **Antic Règim**.

---

### [Secció 2 de 4] Per què va començar la revolució?
La societat de l’**Antic Règim** no funcionava bé.
No deixava participar en el govern a la **burgesia**, que era el grup més actiu.
A més, la gent pobra patia molt per la crisi econòmica.
La **Il·lustració** va ajudar a canviar les idees.
Aquesta filosofia deia que tots els homes tenen dignitat i drets.
També parlava de progrés i felicitat per a tothom.

---

### [Secció 3 de 4] Les primeres accions revolucionàries
Abans de la revolució, els ministres del rei van intentar arreglar la crisi.
Van voler treure els privilegis fiscals als rics.
Però els **Estats Generals** i els **Parlaments** no van acceptar.
Van obligar el rei a convocar el"
ESO1_NARR__P4;mistral;TEA nivell 2 B1 DUA Core;B1;Core;909;"## Text adaptat

#### Què va ser la Revolució Francesa?

La **Revolució Francesa** (període de la història de França entre el 5 de maig de 1789 i el 18 de brumari de 1799) va canviar molt el país. Va acabar amb l’**Antic Règim** (sistema de govern i societat anterior a la revolució) i va donar el poder a la **burgesia** (classe social formada per comerciants, professionals i artesans rics).

#### Per què va començar la revolució?

La societat de l’Antic Règim no funcionava bé. No deixava participar en el govern al grup més actiu: la burgesia. A més, la gent pobra patia molta pobresa i gana. Aquests problemes van fer que la gent volgués canviar les coses.

Les idees de la **Il·lustració** (moviment intel·lectual del segle XVIII que defensava la raó, la llibertat i els drets humans) van ajudar a preparar el canvi. Aquestes idees deien que totes les persones tenen dignitat i que cal buscar el progrés i la felicitat.

#### Què va passar abans de la revolució?

Abans del 1789, els ministres del rei van intentar solucionar la crisi econòmica. Van voler treure els **privilegis fiscals** (avantatges en els impostos) als rics. Però els grups privilegiats (noblesa i clergat) no van estar d’acord. Van obligar el rei a convocar els **Estats Generals** (assemblea on hi havia representants de la noblesa, el clergat i el poble).

Els representants del poble (la burgesia) van demanar més drets. El 5 de maig de 1789, es van reunir a Versalles. Els diputats del poble es van organitzar en un grup nou: l’**Assemblea Nacional** (17 de juny de 1789). El 20 de juny, van fer el **Jurament del Jeu de Paume** (promesa de no separar-se fins a donar una constitució a França).

#### Quins fets importants van marcar el començament?

El poble de París es va preocupar perquè pensava que el rei volia aturar els canvis. Així que es va organitzar i va prendre el control de la **Bastilla** (presó que simbolitzava el poder absolut del rei) el 14 de juliol de 1789.

Després d’això, l’Assemblea va fer ca"
ESO1_NARR__P6;mistral;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;832;"## Text adaptat

### Paraules clau
- **Revolució Francesa**: temps de molts canvis a França entre 1789 i 1799
- **Estats Generals**: reunió de persones importants de França l’any 1789
- **Antic Règim**: sistema antic de govern a França abans de 1789
- **Burgesia**: persones riques que no eren nobles ni clergues
- **Il·lustració**: moviment que defensava la raó i els drets de les persones
- **Privilegi**: avantatge especial que tenien els nobles i el clergat
- **Assemblea Nacional**: grup de persones que feien les lleis a França
- **Bastilla**: presó que simbolitzava el poder del rei de França

---

### Què va passar a la Revolució Francesa?

La **Revolució Francesa** va començar el 5 de maig de 1789.
Va acabar el 18 de novembre de 1799.
Durant aquests anys, va canviar molt el govern de França.

---

### Per què va començar la Revolució Francesa?

A França hi havia el **Antic Règim**.
En aquest sistema, els nobles i el clergat tenien molts privilegis.
La **burgesia** (persones riques que no eren nobles) no podia prendre decisions importants.
A més, la gent pobre passava molta gana perquè els aliments eren cars.

La **Il·lustració** va ajudar a canviar aquestes idees.
Aquesta teoria deia que totes les persones tenen els mateixos drets.
També deia que la societat havia de progressar i ser més justa.

---

### Què va passar abans de la Revolució Francesa?

Entre 1787 i 1789, els ministres del rei van voler arreglar els problemes econòmics.
Van voler treure els privilegis als nobles i al clergat.
Però els nobles i el clergat no van voler canviar res.

Llavors, van demanar que es reunissin els **Estats Generals**.
Aquesta reunió va començar el 5 de maig de 1789 a Versalles.
Els representants de la **burgesia** (el Tercer Estat) van voler decidir igual que els altres.
Van formar l’**Assemblea Nacional** i van fer un jurament important.

---

### Quins fets importants van passar després?

El 14 de juliol de 1789, el poble de París va prendre la Bastilla.
La Bastilla era una"
ESO1_NARR__P7;mistral;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;2289;"## Text adaptat

#### **La Revolució Francesa: un canvi radical en la història de França**
La **Revolució Francesa** (1789-1799) fou un període de transformacions radicals en la política, l’economia i la societat de França. Aquest procés començà amb la reunió dels **Estats Generals** el **5 de maig de 1789** i acabà amb el **cop d’Estat del 18 de brumari de 1799**, quan **Napoleó Bonaparte** prengué el control del govern. Un dels seus resultats més importants fou la fi de l’**Antic Règim** i l’accés al poder de la **burgesia**, una classe social que fins llavors havia estat exclosa de la presa de decisions.

---

#### **L’Antic Règim: una estructura social i política obsoleta**
La societat francesa abans de la revolució estava dividida en tres **estaments** (grups socials amb drets i deures diferents):
1. **El Primer Estat**: el clergat.
2. **El Segon Estat**: la noblesa.
3. **El Tercer Estat**: la majoria de la població (pagesos, artesans i **burgesia**).

Aquest sistema, anomenat **Antic Règim**, no responia a les necessitats d’una economia en canvi. La **burgesia** —una classe formada per comerciants, advocats i professionals liberals— era el grup més actiu econòmicament, però no tenia poder polític. Això generà tensions, ja que aquesta classe volia participar en el govern. A més, les **classes populars** (pagesos i obrers) patien una greu crisi econòmica: els preus dels aliments pujaven, els sous eren baixos i molts vivien en la pobresa.

La **filosofia de la Il·lustració** (un moviment intel·lectual del segle XVIII) fou clau per entendre aquest canvi. Filòsofs com **Voltaire**, **Rousseau** i **Montesquieu** defensaven idees radicals per a l’època:
- La **dignitat humana**: tots els éssers humans tenen valor i drets.
- El **progrés**: la societat pot millorar mitjançant la raó i la ciència.
- La **felicitat**: l’objectiu de la política hauria de ser aconseguir el benestar de les persones.

Aquestes idees posaven en qüestió l’autoritat absoluta dels reis i la de"
ESO2_ARGU__P1;mistral;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;919;"## Text adaptat

La **Declaració Universal dels Drets Humans** va començar l’any 1948.
Aquesta declaració la va fer l’ONU a París.
L’ONU és l’Organització de les Nacions Unides.

La declaració té un text llarg.
El text té una introducció i trenta parts petites.
Cada part petita parla d’un dret important.
Els drets principals són:
- el dret a viure
- el dret a ser lliure
- el dret a estar segur
- el dret a associar-se amb altres persones
- el dret a defensar-se de l’opressió

Moltes cultures del món tenen idees similars.
Aquestes idees parlen sobre la **dignitat humana**.
La dignitat humana vol dir que totes les persones mereixen respecte.

Per exemple:
- L’any 1222, l’Imperi de Mali va fer un document important.
- Les cultures d’Orient i d’Occident també tenen aquestes idees.

Els drets humans es divideixen en tres grups:
1. Drets civils i polítics: estan relacionats amb la llibertat.
2. Drets socials, econòmics i culturals: estan relacionats amb la igualtat.
3. Drets col·lectius: estan relacionats amb la solidaritat.

Però hi ha una altra idea: el **relativisme cultural**.
El relativisme cultural diu que no es pot tenir un codi igual per a totes les cultures.
Aquesta idea diu que la declaració de 1948 va sortir d’una cultura occidental.
Per això, l’Organització per a la Unitat Africana va fer la seva pròpia declaració l’any 1981.

Al final, el debat entre universalisme i relativisme no elimina els drets humans.
Els drets humans es fan més forts amb aquest debat.
La dignitat humana no és una imposició.
És una meta ètica que totes les societats han d’adaptar al seu context.

---

## Glossari
ACTIVAT — Taula: | Terme | Traducció (àrab) | Explicació simple |
|---|---|---|
| **Declaració Universal dels Drets Humans** | الإعلان العالمي لحقوق الإنسان | document molt important que diu quins drets té tota persona |
| **ONU** | الأمم المتحدة | grup de molts països que treballen junts per la pau i els drets |
| **Drets humans** | حقوق الإنسان | drets que té tothom per ser per"
ESO2_ARGU__P3;mistral;TDAH combinat A2 DUA Core;A2;Core;1116;"## Text adaptat

### Paraules clau
- **Declaració Universal dels Drets Humans**: document de l'ONU que diu quins drets té tota persona.
- **ONU (Organització de les Nacions Unides)**: grup de països que treballen junts per la pau i els drets humans.
- **Drets humans**: drets que té tothom per ser persona.
- **Universal**: que val per a totes les persones i llocs.
- **Relativisme cultural**: idea que els drets depenen de cada cultura.
- **Universalisme**: idea que els drets humans han de ser els mateixos per a tothom.

---

## Text adaptat

[Secció 1 de 3]

L'any 1948, l'ONU va fer un document molt important. Es diu **Declaració Universal dels Drets Humans**. Aquest document diu quins **drets humans** té tota persona.

El document té un preàmbul i trenta parts que es diuen articles. Els articles expliquen drets com:
- el dret a viure
- el dret a ser lliure
- el dret a estar segur
- el dret a associar-se amb altres
- el dret a defensar-se de l'opressió

Aquests drets són **drets fonamentals** (drets molt importants que no es poden treure). Tota persona humana els té.

---
[Secció 2 de 3]

Moltes cultures al llarg de la història han parlat de la **dignitat de la persona** (el respecte que mereix una persona per ser-ho). Per exemple:
- La Carta de Comandament de l'any 1222, de l'Imperi de Mali
- Les idees de filòsofs d'Orient i d'Occident

Totes aquestes cultures diuen que una persona mereix respecte pel sol fet de ser persona. Això passa en totes les cultures.

Els **drets humans** es poden classificar en tres grups:
1. Drets civils i polítics: estan relacionats amb la **llibertat** (drets com votar o expressar-se).
2. Drets socials, econòmics i culturals: estan relacionats amb la **igualtat** (drets com tenir educació o treball).
3. Drets col·lectius: estan relacionats amb la **solidaritat** (drets de grups, com els pobles indígenes).

---
[Secció 3 de 3]

Hi ha una idea que diu que els drets humans no poden ser els mateixos per a totes les cultures. Aquesta idea es d"
ESO2_ARGU__P4;mistral;TEA nivell 2 B1 DUA Core;B1;Core;1328;"## Text adaptat

#### **Què diu la Declaració Universal dels Drets Humans?**

La **Declaració Universal dels Drets Humans** (document de l’ONU que reconeix els drets bàsics de totes les persones) es va proclamar el 10 de desembre de 1948 a París.

Aquest document té:
- Un **preàmbul** (introducció que explica per què es va fer).
- **Trenta articles** (parts que expliquen els drets).

Els drets que reconeix són:
- **Dret a la vida**.
- **Dret a la llibertat**.
- **Dret a la seguretat personal**.
- **Dret a associar-se lliurement** (per exemple, formar part d’un grup).
- **Dret a resistir-se a l’opressió** (quan algú abusa del seu poder).

Aquests drets es consideren **fonamentals** (molt importants) i **irrenunciables** (ningú no els pot perdre).

---

#### **Per què els drets humans són importants en totes les cultures?**

Moltes cultures al llarg de la història han defensat la idea que **totes les persones mereixen respecte pel fet de ser-ho**.

Per exemple:
- La **Carta de Comandament de 1222** (document fundacional de l’Imperi de Mali) ja parlava d’aquesta idea.
- Les tradicions de l’**Orient** (Àsia) i l’**Occident** (Europa i Amèrica) també han defensat que les persones tenen dignitat.

Els drets humans es poden classificar en **tres grups**:
1. **Drets civils i polítics** (drets relacionats amb la **llibertat**, com votar o expressar opinions).
2. **Drets socials, econòmics i culturals** (drets relacionats amb la **igualtat**, com tenir educació o un treball digne).
3. **Drets col·lectius** (drets relacionats amb la **solidaritat**, com protegir el medi ambient o els pobles indígenes).

---
#### **Què diu el relativisme cultural sobre els drets humans?**

El **relativisme cultural** (idea que cada cultura té les seves pròpies normes) posa en dubte que els drets humans puguin ser els mateixos per a tothom.

Els qui defensen aquesta posició diuen:
- La Declaració del 1948 va néixer d’una **visió occidental** (d’Europa i Amèrica del Nord).
- Per això, l’**Organit"
ESO2_ARGU__P6;mistral;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;1016;"## Text adaptat

### Paraules clau
- **Drets humans**: normes que protegeixen a totes les persones
- **Universal**: que val per a tothom
- **Carta**: document important
- **Dignitat**: respecte que mereix cada persona
- **Universalisme**: idea que els drets humans valen per a tothom
- **Relativisme cultural**: idea que els drets depenen de cada cultura

### Text adaptat

El 10 de desembre de 1948, l'ONU va fer un document molt important. 🌍
Aquest document es diu **Declaració Universal dels Drets Humans**.

El document té un principi i trenta parts. ✍️
En aquestes parts, es diu que totes les persones tenen drets importants:
- Dret a viure
- Dret a ser lliures
- Dret a estar segures
- Dret a associar-se amb altres
- Dret a defensar-se si algú les tracta malament

Moltes cultures de la història tenen idees sobre la **dignitat**. 🙏
La **dignitat** vol dir que totes les persones mereixen respecte.
Per exemple:
- L'Imperi de Mali va fer una carta l'any 1222
- Les cultures d'Àsia i Europa també tenen idees sobre la **dignitat**

Els **drets humans** es divideixen en tres grups:
1. Drets civils i polítics: estan relacionats amb la llibertat
2. Drets socials, econòmics i culturals: estan relacionats amb la igualtat
3. Drets col·lectius: estan relacionats amb ajudar-se entre tots

Però hi ha una altra idea que diu que els **drets humans** no poden ser iguals per a tothom. 🤔
Aquesta idea es diu **relativisme cultural**.
El **relativisme cultural** diu que cada cultura té les seves pròpies normes.
Per exemple, l'Organització per a la Unitat Africana va fer la seva pròpia carta el 27 de juny de 1981.

Al final, el debat entre **universalisme** i **relativisme cultural** no fa que els **drets humans** deixin de ser importants.
Els **drets humans** ajuden a protegir la **dignitat** de totes les persones.
Cada cultura pot adaptar aquests drets al seu propi context.

---

## Argumentació pedagògica

1. **Concreció radical**: Cada concepte abstracte (drets humans, dignitat, universal"
ESO2_ARGU__P7;mistral;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;1391;"## Text adaptat

La **Declaració Universal dels Drets Humans** (document fundacional de l'ONU que estableix els principis ètics globals sobre els drets humans) va ser proclamada per l'**Assemblea General de les Nacions Unides** a París l’10 de desembre de 1948. Aquest text, que constitueix el marc normatiu més influent en matèria de drets humans, planteja un repte fonamental: com garantir el seu **reconeixement universal** i la seva **aplicació efectiva** en tots els contexts culturals i geogràfics del planeta.

El document es estructura en un **preàmbul** (introducció que justifica els principis generals) i **trenta articles** (articles que desenvolupen els drets individuals i col·lectius). Entre els drets fonamentals que reconeix, destaquen:
- El **dret a la vida** (dret inalienable a existir i a la protecció contra la violència).
- El **dret a la llibertat** (llibertat d’expressió, de moviment i d’opinió).
- El **dret a la seguretat personal** (protecció contra la tortura i els tractes degradants).
- El **dret a la lliure associació** (llibertat de crear i pertànyer a organitzacions).
- El **dret a la resistència contra l’opressió** (dret a lluitar contra sistemes injustos).

La **tesi universalista** (argument que defensa que els drets humans són aplicables a totes les cultures) es fonamenta en dues evidències principals. En primer lloc, la majoria de cultures al llarg de la història han desenvolupat conceptes propers a la **dignitat humana** (valor intrínsec de l’ésser humà que exigeix respecte absolut). Aquest principi es manifesta en documents com la **Carta de Kurukan Fuga** (1222), base legal de l’Imperi de Mali, així com en tradicions filosòfiques d’Orient (com el confucianisme o el budisme) i d’Occident (com l’estoïcisme o el cristianisme). En segon lloc, els drets humans s’han organitzat en tres **generacions** (classificació històrica i conceptual que diferencia els drets segons la seva naturalesa i objectiu):
1. Els **drets civils i polítics** (drets v"
PRI_EXPL__P1;mistral;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;708;"## Text adaptat

Les plantes no mengen altres éssers vius.
Les plantes fan el seu menjar elles mateixes.
Això es diu **fotosíntesi**.

Per fer menjar, les plantes necessiten quatre coses:
1. Llum del sol ☀️
2. Aigua 💧
3. **Dioxid de carboni** (gas de l’aire que no veiem)
4. **Sals minerals** (nutrients de la terra)

#### Com la planta fa el menjar?

**Pas 1:** Les arrels de la planta agafen aigua i sals minerals de la terra.
Aquesta barreja es diu **saba bruta**.

**Pas 2:** La saba bruta puja per la tija fins a les fulles.

**Pas 3:** Les fulles agafen **dioxid de carboni** de l’aire.

**Pas 4:** A les fulles hi ha un color verd anomenat **clorofil·la**.
La clorofil·la atrapa la llum del sol.

**Pas 5:** La llum del sol i la clorofil·la transformen l’aigua i el diòxid de carboni en menjar.
Aquest menjar es diu **saba elaborada**.

**Pas 6:** La planta fa **oxigen** (l’aire que nosaltres respirem) i el llença a l’aire.

**Pas 7:** La saba elaborada va per tota la planta per donar-li menjar.

L’oxigen que les plantes fan és molt important.
Sense plantes, els humans no podríem respirar.

---

## Glossari
| Terme | Traducció (àrab) | Explicació simple |
|-------|------------------|-------------------|
| **Fotosíntesi** | تمثيل ضوئي | les plantes fan menjar amb llum del sol |
| **Dioxid de carboni** | ثاني أكسيد الكربون | gas de l’aire que no veiem |
| **Sals minerals** | أملاح معدنية | nutrients de la terra per a les plantes |
| **Saba bruta** | عصارة خام | aigua i sals minerals que pujen de les arrels |
| **Clorofil·la** | كلوروفيل | color verd de les fulles que atrapa la llum |
| **Saba elaborada** | عصارة مصنعة | menjar que fa la planta amb la llum |
| **Oxigen** | أكسجين | aire que respirem i que fan les plantes |
| **Arrels** | جذور | part de la planta que està sota terra |
| **Tija** | ساق | part de la planta que uneix arrels i fulles |
| **Fulles** | أوراق | parts verdes de la planta on fa el menjar |
| **Energia lluminosa** | طاقة ضوئية | llum del sol |
| **Ene"
